name_native,locale_id,Geo Region,summary_en,name_en,wikipedia_url_en,image_url,alt_names,how_to_eat_en,tags,Season,Notes,Often Contains,Meal
豉汁炒青口,zh-CN,China,Sautéed Mussel with Black Bean Sauce,Sautéed Mussel with Black Bean Sauce,,,,,,,,,
豉汁煎焗塘虱,zh-CN,China,Pan-Fried Catfish with Black Bean Sauce,Pan-Fried Catfish with Black Bean Sauce,,,,,,,,,
豉汁蒸九孔,zh-CN,China,Steamed Abalone with Black Bean Sauce,Steamed Abalone with Black Bean Sauce,,,,,,,,,
豉汁蒸排骨,zh-CN,China,Steamed Spare Ribs in Black Bean Sauce,Steamed Spare Ribs in Black Bean Sauce,,,,,,,,,
豉汁蒸白鳝,zh-CN,China,Steamed Eel with Black Bean Sauce,Steamed Eel with Black Bean Sauce,,,,,,,,,
豉汁蒸石斑(桂鱼/左口鱼/鲈鱼/ 加吉鱼/鳟鱼),zh-CN,China,Steamed Fish with Black Bean Sauce (Sea Bass / Mandarin / Flatfish / Perch / Sea Bream / Bull Trout),Steamed Fish with Black Bean Sauce (Sea Bass / Mandarin / Flatfish / Perch / Sea Bream / Bull Trout),,,,,,,,,
豉汁牛仔骨,zh-CN,China,Steamed Beef Ribs in Black Bean Sauce,Steamed Beef Ribs in Black Bean Sauce,,,,,,,,,
豉汁豆腐蒸带子,zh-CN,China,Steamed Scallop and Tofu in Black Bean Sauce,Steamed Scallop and Tofu in Black Bean Sauce,,,,,,,,,
豉汁黄毛鸡,zh-CN,China,Sautéed Chicken in Black Bean Sauce,Sautéed Chicken in Black Bean Sauce,,,,,,,,,
豉油乳鸽皇,zh-CN,China,Braised Pigeon in Black Bean Sauce,Braised Pigeon in Black Bean Sauce,,,,,,,,,
豉油牛肉,zh-CN,China,Steamed Beef in Black Bean Sauce,Steamed Beef in Black Bean Sauce,,,,,,,,,
豉油王蒸鲈鱼,zh-CN,China,Steamed Perch with Black Bean Sauce,Steamed Perch with Black Bean Sauce,,,,,,,,,
豉油皇咸肉,zh-CN,China,Steamed Pork Cured in Black Bean Sauce,Steamed Pork Cured in Black Bean Sauce,,,,,,,,,
豌豆辣牛肉,zh-CN,China,Sautéed Spicy Beef and Green Peas,Sautéed Spicy Beef and Green Peas,,,,,,,,,
贵妃鸡,zh-CN,China,Deep-Fried Chicken,Deep-Fried Chicken,,,,,,,,,
赛海蜇拌火鸭丝,zh-CN,China,Shredded Roast Duck with White Fungus,Shredded Roast Duck with White Fungus,,,,,,,,,
走油蹄膀,zh-CN,China,Braised Pig Knuckle in Brown Sauce,Braised Pig Knuckle in Brown Sauce,,,,,,,,,
跳水木耳,zh-CN,China,Black Fungus with Pickled Capsicum,Black Fungus with Pickled Capsicum,,,,,,,,,
软溜肥肠,zh-CN,China,Quick-Fried Pork Intestines with Brown Sauce,Quick-Fried Pork Intestines with Brown Sauce,,,,,,,,,
软炸里脊,zh-CN,China,Fried Pork Tenderloin in Batter,Fried Pork Tenderloin in Batter,,,,,,,,,
辣味红扒鹿筋,zh-CN,China,Spicy Grilled Venison Tendon,Spicy Grilled Venison Tendon,,,,,,,,,
辣子干贝,zh-CN,China,Sautéed Scallops with Spicy Sauce,Sautéed Scallops with Spicy Sauce,,,,,,,,,
辣子牛肉,zh-CN,China,Spicy Sautéed Beef,Spicy Sautéed Beef,,,,,,,,,
辣子肉,zh-CN,China,Sautéed Pork with Spicy Sauce,Sautéed Pork with Spicy Sauce,,,,,,,,,
辣子虾仁,zh-CN,China,Sautéed Shrimp with Spicy Sauce,Sautéed Shrimp with Spicy Sauce,,,,,,,,,
辣汁串烧鱼,zh-CN,China,Barbequed Fish Kebab with Chili Sauce,Barbequed Fish Kebab with Chili Sauce,,,,,,,,,
辣炒墨鱼竹百叶,zh-CN,China,Sautéed Spicy Cuttlefish and Tofu Skin,Sautéed Spicy Cuttlefish and Tofu Skin,,,,,,,,,
辣白菜炒五花肉,zh-CN,China,Pork with Spicy Cabbage,Pork with Spicy Cabbage,,,,,,,,,
辣白菜炒牛肉,zh-CN,China,Sautéed Beef with Spicy Cabbage,Sautéed Beef with Spicy Cabbage,,,,,,,,,
辣酒煮花蟹,zh-CN,China,Boiled Crab with Chili and Liquor,Boiled Crab with Chili and Liquor,,,,,,,,,
辣酱蒸鲜鱿,zh-CN,China,Steamed Squid with Chili Sauce,Steamed Squid with Chili Sauce,,,,,,,,,
辣黄瓜条,zh-CN,China,Cucumber Strips with Spicy Sauce,Cucumber Strips with Spicy Sauce,,,,,,,,,
辽参扣鹅掌,zh-CN,China,Braised Goose Webs with Sea Cucumber,Braised Goose Webs with Sea Cucumber,,,,,,,,,
道口烧鸡,zh-CN,China,"Roast Chicken, Daokou Style","Roast Chicken, Daokou Style",,,,,,,,,
避风塘焗鱼云,zh-CN,China,"Braised Fish Head, Fishermen’s Style","Braised Fish Head, Fishermen’s Style",,,,,,,,,
酒醉排骨,zh-CN,China,Spare Ribs in Wine Sauce,Spare Ribs in Wine Sauce,,,,,,,,,
酥海带,zh-CN,China,Crispy Kelp,Crispy Kelp,,,,,,,,,
酥炸山菌,zh-CN,China,Deep-Fried Mushrooms,Deep-Fried Mushrooms,,,,,,,,,
酥炸鸡胸,zh-CN,China,Deep-Fried Crispy Chicken Breast,Deep-Fried Crispy Chicken Breast,,,,,,,,,
酥皮牛柳,zh-CN,China,Crispy Beef Tenderloin,Crispy Beef Tenderloin,,,,,,,,,
酥皮鸭丝盅,zh-CN,China,Crispy Shredded Duck Served in Bowl,Crispy Shredded Duck Served in Bowl,,,,,,,,,
酥香鹌鹑,zh-CN,China,Crispy Quail,Crispy Quail,,,,,,,,,
酥鲫鱼,zh-CN,China,Crispy Crucian Carp,Crispy Crucian Carp,,,,,,,,,
酱油蟹,zh-CN,China,Crab with Soy Bean Paste,Crab with Soy Bean Paste,,,,,,,,,
酱烧排骨,zh-CN,China,Braised Spare Ribs in Brown Sauce,Braised Spare Ribs in Brown Sauce,,,,,,,,,
酱爆里脊丝配饼,zh-CN,China,Fried Shredded Pork Tenderloin in Soy Bean Paste with Pancake,Fried Shredded Pork Tenderloin in Soy Bean Paste with Pancake,,,,,,,,,
酱爆鸭片,zh-CN,China,Sautéed Sliced Duck in Soy Sauce,Sautéed Sliced Duck in Soy Sauce,,,,,,,,,
酱爆龙虾,zh-CN,China,Stir-Fried Lobster with Soy Bean Paste,Stir-Fried Lobster with Soy Bean Paste,,,,,,,,,
酱牛肉,zh-CN,China,Beef in Brown Sauce,Beef in Brown Sauce,,,,,,,,,
酱猪手,zh-CN,China,Braised Pig Feet in Brown Sauce,Braised Pig Feet in Brown Sauce,,,,,,,,,
酱猪肘,zh-CN,China,Pig Knuckle in Brown Sauce,Pig Knuckle in Brown Sauce,,,,,,,,,
酱肘花,zh-CN,China,Sliced Pig Knuckle in Brown Sauce,Sliced Pig Knuckle in Brown Sauce,,,,,,,,,
酱野菌炒胭脂蚌,zh-CN,China,Sautéed Mussel and Mushrooms with Soy Bean Paste,Sautéed Mussel and Mushrooms with Soy Bean Paste,,,,,,,,,
酱香猪蹄,zh-CN,China,Pig Feet in Brown Sauce,Pig Feet in Brown Sauce,,,,,,,,,
酱鸡,zh-CN,China,Chicken in Brown Sauce,Chicken in Brown Sauce,,,,,,,,,
酱鸭,zh-CN,China,Duck in Brown Sauce,Duck in Brown Sauce,,,,,,,,,
酱鸭翅,zh-CN,China,Duck Wings in Brown Sauce,Duck Wings in Brown Sauce,,,,,,,,,
酸梅鸭,zh-CN,China,Braised Duck with Plum Sauce,Braised Duck with Plum Sauce,,,,,,,,,
酸甜泡菜,zh-CN,China,Sweet and Sour Pickled Vegetables,Sweet and Sour Pickled Vegetables,,,,,,,,,
酸菜鱼,zh-CN,"Sichuan, China",tangy fish simmered in flavorful broth with pickled cabbage,boiled fish with pickled cabbage and chili,,,,,"seafood,sichuan",,,⚠️ Fish,Main
酸豆角肉沫,zh-CN,China,Sautéed Pickled Beans with Minced Pork,Sautéed Pickled Beans with Minced Pork,,,,,,,,,
酸辣炒姬菇,zh-CN,China,Sautéed Spicy Mushroom with Hot Pepper and Vinegar,Sautéed Spicy Mushroom with Hot Pepper and Vinegar,,,,,,,,,
酸辣瓜条,zh-CN,China,Spicy Cucumber in Vinegar,Spicy Cucumber in Vinegar,,,,,,,,,
酸辣蕨根粉,zh-CN,China,Spicy Fern Root Noodles in Vinegar,Spicy Fern Root Noodles in Vinegar,,,,,,,,,
酸辣蹄筋,zh-CN,China,Spicy Beef Tendon with Vinegar,Spicy Beef Tendon with Vinegar,,,,,,,,,
酸辣魔芋丝,zh-CN,China,Spicy Shredded Konjak in Vinegar,Spicy Shredded Konjak in Vinegar,,,,,,,,,
酿黄瓜条,zh-CN,China,Pickled Cucumber Strips,Pickled Cucumber Strips,,,,,,,,,
醉鸡,zh-CN,"China, Shanghai",steamed chicken brined in shaoxing wine,drunken chicken,,,"醉雞, zui ji",,,,Commonly served cold or at room temperature,,Side
醉鸡,zh-CN,China,Chicken in Rice Wine,Chicken in Rice Wine,,,,,,,,,
醋椒活桂鱼,zh-CN,China,Steamed Mandarin Fish with Vinegar and Pepper,Steamed Mandarin Fish with Vinegar and Pepper,,,,,,,,,
醋椒活草鱼,zh-CN,China,Steamed Grass Carp with Vinegar and Pepper,Steamed Grass Carp with Vinegar and Pepper,,,,,,,,,
醋溜蟹,zh-CN,China,Sautéed Crabs with Sour Sauce,Sautéed Crabs with Sour Sauce,,,,,,,,,
醋烹石斑(桂鱼/左口鱼/鲈鱼/加 吉鱼/鳟鱼),zh-CN,China,Fried Fish with Vinegar Sauce (Sea Bass / Mandarin / Flatfish / Perch / Sea Bream / Bull Trout),Fried Fish with Vinegar Sauce (Sea Bass / Mandarin / Flatfish / Perch / Sea Bream / Bull Trout),,,,,,,,,
野山椒牛肉丝,zh-CN,China,Sautéed Shredded Beef with Wild Pepper,Sautéed Shredded Beef with Wild Pepper,,,,,,,,,
野菌烧豆腐,zh-CN,China,Braised Tofu with Wild Mushrooms,Braised Tofu with Wild Mushrooms,,,,,,,,,
野菌鹅肝,zh-CN,China,Sautéed Goose Liver with Mushrooms,Sautéed Goose Liver with Mushrooms,,,,,,,,,
金丝虾球,zh-CN,China,Braised Shrimp,Braised Shrimp,,,,,,,,,
金元鲍红烧肉,zh-CN,China,Braised Pork and Abalone with Soy Sauce,Braised Pork and Abalone with Soy Sauce,,,,,,,,,
金山勾翅,zh-CN,China,Superior Shark Fin Soup,Superior Shark Fin Soup,,,,,,,,,
金柠乳鸽脯,zh-CN,China,Sautéed Pigeonneau Breast with Lemon Sauce,Sautéed Pigeonneau Breast with Lemon Sauce,,,,,,,,,
金汤烩鸡脯,zh-CN,China,Stewed Chicken Breast in Pumpkin Soup,Stewed Chicken Breast in Pumpkin Soup,,,,,,,,,
金沙玉米虾,zh-CN,China,Sautéed Shrimp with Corn and Egg Yolk,Sautéed Shrimp with Corn and Egg Yolk,,,,,,,,,
金沙翅中,zh-CN,China,Fried Chicken Wings Coated with Egg Yolk,Fried Chicken Wings Coated with Egg Yolk,,,,,,,,,
金瓜东坡肉,zh-CN,China,Stir-Fried Dongpo Pork with Pumpkin,Stir-Fried Dongpo Pork with Pumpkin,,,,,,,,,
金肘菜胆炖散翅,zh-CN,China,Stewed Shark Fin with Green Vegetables and Pig Knuckle,Stewed Shark Fin with Green Vegetables and Pig Knuckle,,,,,,,,,
金蒜煎牛籽粒,zh-CN,China,Pan-Fried Diced Beef with Garlic,Pan-Fried Diced Beef with Garlic,,,,,,,,,
金蒜脆鳝球,zh-CN,China,Deep-Fried Eel Balls with Garlic,Deep-Fried Eel Balls with Garlic,,,,,,,,,
金蟾望月,zh-CN,China,Braised Frog-Shaped Abalone,Braised Frog-Shaped Abalone,,,,,,,,,
金豆芥兰,zh-CN,China,Chinese Broccoli with Soy Beans,Chinese Broccoli with Soy Beans,,,,,,,,,
金针云耳蒸鸡,zh-CN,China,Steamed Chicken with Lily Flowers and Fungus,Steamed Chicken with Lily Flowers and Fungus,,,,,,,,,
金钱鸡,zh-CN,China,Grilled Ham and Chicken,Grilled Ham and Chicken,,,,,,,,,
金银蒜蒸大花虾,zh-CN,China,Steamed Prawns with Garlic,Steamed Prawns with Garlic,,,,,,,,,
铁板串烧牛肉,zh-CN,China,Beef Kebabs Served on Sizzling Iron Plate,Beef Kebabs Served on Sizzling Iron Plate,,,,,,,,,
铁板什锦肉扒,zh-CN,China,Assorted Meat Served on Sizzling Iron Plate,Assorted Meat Served on Sizzling Iron Plate,,,,,,,,,
铁板咖喱酱烧骨,zh-CN,China,Spare Ribs with Curry Served on Sizzling Iron Plate,Spare Ribs with Curry Served on Sizzling Iron Plate,,,,,,,,,
铁板孜然羊肉,zh-CN,China,Lamb with Cumin Served on Sizzling Iron Plate,Lamb with Cumin Served on Sizzling Iron Plate,,,,,,,,,
铁板掌中宝,zh-CN,China,Chicken Feet Served on Sizzling Iron Plate,Chicken Feet Served on Sizzling Iron Plate,,,,,,,,,
铁板木瓜牛仔骨,zh-CN,China,Calf Ribs with Papaya Served on Sizzling Iron Plate,Calf Ribs with Papaya Served on Sizzling Iron Plate,,,,,,,,,
铁板牛肉,zh-CN,China,Beef Steak Served on Sizzling Iron Plate,Beef Steak Served on Sizzling Iron Plate,,,,,,,,,
铁板豆豉鸡,zh-CN,China,Chicken with Black Bean Sauce Served on Sizzling Iron Plate,Chicken with Black Bean Sauce Served on Sizzling Iron Plate,,,,,,,,,
铁锅牛柳,zh-CN,China,Beef Fillet Braised in Iron Wok,Beef Fillet Braised in Iron Wok,,,,,,,,,
银芽炒鲍丝,zh-CN,China,Sautéed Shredded Abalone with Bean Sprouts,Sautéed Shredded Abalone with Bean Sprouts,,,,,,,,,
银芽肉丝,zh-CN,China,Sautéed Shredded Pork with Bean Sprouts,Sautéed Shredded Pork with Bean Sprouts,,,,,,,,,
锅仔木瓜浸鱼片,zh-CN,China,Braised Fish Slices with Papaya,Braised Fish Slices with Papaya,,,,,,,,,
锅仔萝卜牛腩,zh-CN,China,Stewed Beef Brisket with Radish in Casserole,Stewed Beef Brisket with Radish in Casserole,,,,,,,,,
锅仔辣汁煮牛筋丸,zh-CN,China,Stewed Beef Tendon Balls with Chili Sauce in Casserole,Stewed Beef Tendon Balls with Chili Sauce in Casserole,,,,,,,,,
锅仔雪菜鲈鱼,zh-CN,China,Stewed Perch with Preserved Vegetable,Stewed Perch with Preserved Vegetable,,,,,,,,,
锅仔鱼籽,zh-CN,China,Stewed Fish Roe,Stewed Fish Roe,,,,,,,,,
锅巴海三鲜,zh-CN,China,Sizzling Assorted Seafood with Crispy Rice,Sizzling Assorted Seafood with Crispy Rice,,,,,,,,,
锅烧肘子配饼,zh-CN,China,Grilled Pig Knuckle Served with Pancake,Grilled Pig Knuckle Served with Pancake,,,,,,,,,
锅粑鲍鱼,zh-CN,China,Abalone Sauce on Deep-Fried Rice Cake,Abalone Sauce on Deep-Fried Rice Cake,,,,,,,,,
锅贴,zh-CN,China,pan-fried dumplings filled with shrimp or pork and vegetables,pot stickers,https://en.wikipedia.org/wiki/Jiaozi,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Food_%E9%AE%AE%E8%82%89%E9%8D%8B%E8%B2%BC%2C_%E8%89%AF%E5%93%81%E7%89%9B%E8%82%89%E9%BA%B5%2C_%E5%8F%B0%E5%8C%97_%2813511535434%29.jpg/1600px-Food_%E9%AE%AE%E8%82%89%E9%8D%8B%E8%B2%BC%2C_%E8%89%AF%E5%93%81%E7%89%9B%E8%82%89%E9%BA%B5%2C_%E5%8F%B0%E5%8C%97_%2813511535434%29.jpg?20190407112708,"guotie, jianjiao, gyoza",,dumpling,,,"⚠️ Soy,⚠️ Wheat,🐖 Pork",Snack (Savory)
阿香婆石头烤肉,zh-CN,China,BBQ Beef with Spicy Sauce,BBQ Beef with Spicy Sauce,,,,,,,,,
陈皮兔肉,zh-CN,China,Tangerine-Flavored Rabbit Meat,Tangerine-Flavored Rabbit Meat,,,,,,,,,
陈皮牛肉,zh-CN,China,Tangerine-Flavored Beef,Tangerine-Flavored Beef,,,,,,,,,
陈皮鸡,zh-CN,China,Tangerine-Flavored Chicken,Tangerine-Flavored Chicken,,,,,,,,,
雀巢鸭宝,zh-CN,China,Sautéed Diced Duck Meat in Taro Basket,Sautéed Diced Duck Meat in Taro Basket,,,,,,,,,
雪菜炒肉丝,zh-CN,China,Sautéed Shredded Pork with Preserved Vegetable,Sautéed Shredded Pork with Preserved Vegetable,,,,,,,,,
雪豆牛肉,zh-CN,China,Sautéed Beef with Snow Peas,Sautéed Beef with Snow Peas,,,,,,,,,
雪豆鸡,zh-CN,China,Sautéed Chicken with Snow Peas,Sautéed Chicken with Snow Peas,,,,,,,,,
霸王牛排,zh-CN,China,Superior Grilled Steak,Superior Grilled Steak,,,,,,,,,
青元烩鲜虾,zh-CN,China,Braised Prawns with Peas,Braised Prawns with Peas,,,,,,,,,
青椒牛肉,zh-CN,China,Sautéed Beef with Green Pepper,Sautéed Beef with Green Pepper,,,,,,,,,
青椒肉丝,zh-CN,China,Sautéed Shredded Pork with Green Pepper,Sautéed Shredded Pork with Green Pepper,,,,,,,,,
青椒花生米,zh-CN,China,Deep-Fried Peanuts with Green Pepper,Deep-Fried Peanuts with Green Pepper,,,,,,,,,
青椒鸭丁,zh-CN,China,Sautéed Diced Duck with Green Pepper,Sautéed Diced Duck with Green Pepper,,,,,,,,,
青椒鸭肠,zh-CN,China,Sautéed Duck Intestines with Green Pepper,Sautéed Duck Intestines with Green Pepper,,,,,,,,,
青瓜肉松煮鱼肚,zh-CN,China,Stewed Fish Maw with Minced Pork,Stewed Fish Maw with Minced Pork,,,,,,,,,
青瓜鸡丁,zh-CN,China,Sautéed Diced Chicken with Cucumber,Sautéed Diced Chicken with Cucumber,,,,,,,,,
青蒜豆油烧石斑(桂鱼/左口鱼/ 鲈鱼/加吉鱼/鳟鱼),zh-CN,China,Braised Fish with Green Garlic (Sea Bass/ Mandarin/Flatfish/Perch/ Sea Bream/Bull Trout),Braised Fish with Green Garlic (Sea Bass/ Mandarin/Flatfish/Perch/ Sea Bream/Bull Trout),,,,,,,,,
青豆牛肉粒,zh-CN,China,Sautéed Diced Beef with Green Beans,Sautéed Diced Beef with Green Beans,,,,,,,,,
青豌豆肉丁,zh-CN,China,Sautéed Diced Pork with Green Peas,Sautéed Diced Pork with Green Peas,,,,,,,,,
面鱼儿烧鸭,zh-CN,China,Roast Duck with Fish-Shaped Dough,Roast Duck with Fish-Shaped Dough,,,,,,,,,
韭王花枝片,zh-CN,China,Sautéed Cuttlefish with Chive,Sautéed Cuttlefish with Chive,,,,,,,,,
韭王象拔蚌,zh-CN,China,Sautéed Geoduck Clam with Chive,Sautéed Geoduck Clam with Chive,,,,,,,,,
韭菜炒河虾,zh-CN,China,Sautéed Shrimp with Chinese Chives,Sautéed Shrimp with Chinese Chives,,,,,,,,,
韭菜炒鸡蛋,zh-CN,China,Scrambled Eggs with Chinese Chives,Scrambled Eggs with Chinese Chives,,,,,,,,,
韭菜鲜核桃仁,zh-CN,China,Fresh Walnuts with Chinese Chives,Fresh Walnuts with Chinese Chives,,,,,,,,,
韭香武昌鱼,zh-CN,China,Wuchang Fish with Chinese Chives,Wuchang Fish with Chinese Chives,,,,,,,,,
韭黄螺片,zh-CN,China,Sliced Sea Whelks with Chinese Chives,Sliced Sea Whelks with Chinese Chives,,,,,,,,,
韭黄鳝片,zh-CN,China,Sautéed Sliced Eel with Chives,Sautéed Sliced Eel with Chives,,,,,,,,,
顶级6头鲍/王府极品鲍/王府一 品鲍,zh-CN,China,Braised Supreme Abalone,Braised Supreme Abalone,,,,,,,,,
飘香手撕鸡,zh-CN,China,Hand-Shredded Chicken,Hand-Shredded Chicken,,,,,,,,,
馋嘴蛙,zh-CN,China,Sautéed Bullfrog in Chili Sauce,Sautéed Bullfrog in Chili Sauce,,,,,,,,,
香吃茶树菇,zh-CN,China,Spiced Tea Plant Mushrooms,Spiced Tea Plant Mushrooms,,,,,,,,,
香扒春鸡,zh-CN,China,Grilled Spring Chicken,Grilled Spring Chicken,,,,,,,,,
香拌牛肉,zh-CN,"Sichuan, China",flavorful salad of marinated and seasoned beef slices,marinated beef salad,,,,,sichuan,,,🐄 Beef,Side
香椿煎蛋,zh-CN,China,Fried Eggs with Chopped Chinese Toon Leaves,Fried Eggs with Chopped Chinese Toon Leaves,,,,,,,,,
香椿豆腐,zh-CN,China,Tofu with Chinese Toon,Tofu with Chinese Toon,,,,,,,,,
香椿鸭胗,zh-CN,China,Duck Gizzards with Chinese Toon,Duck Gizzards with Chinese Toon,,,,,,,,,
香煎纽西兰牛仔骨,zh-CN,China,Pan-Fried New Zealand Veal Chops,Pan-Fried New Zealand Veal Chops,,,,,,,,,
香煎鹅肝,zh-CN,China,Pan-Fried Goose Liver,Pan-Fried Goose Liver,,,,,,,,,
香熏鸭脯,zh-CN,China,Smoked Duck Breast,Smoked Duck Breast,,,,,,,,,
香熏鸭腰,zh-CN,China,Smoked Duck Kernel,Smoked Duck Kernel,,,,,,,,,
香糟鸭卷,zh-CN,China,Duck Rolls Marinated in Rice Wine,Duck Rolls Marinated in Rice Wine,,,,,,,,,
香芋烩牛肉,zh-CN,China,Braised Beef with Taro,Braised Beef with Taro,,,,,,,,,
香芋黑椒炒牛柳条,zh-CN,China,Sautéed Beef with Black Pepper and Taro,Sautéed Beef with Black Pepper and Taro,,,,,,,,,
香草蒜茸炒鲜蘑,zh-CN,China,Sautéed Fresh Mushrooms with Mashed Garlic,Sautéed Fresh Mushrooms with Mashed Garlic,,,,,,,,,
香荽鸭翼,zh-CN,China,Sautéed Duck Wings with Coriander,Sautéed Duck Wings with Coriander,,,,,,,,,
香菇扒菜胆,zh-CN,China,Braised Green Vegetable with Chinese Mushrooms,Braised Green Vegetable with Chinese Mushrooms,,,,,,,,,
香葱酥鱼,zh-CN,China,Crispy Crucian Carp with Scallion,Crispy Crucian Carp with Scallion,,,,,,,,,
香蜜橙花骨,zh-CN,China,Sautéed Spare Ribs in Orange Sauce,Sautéed Spare Ribs in Orange Sauce,,,,,,,,,
香辣兔肉,zh-CN,China,Sautéed Rabbit Meat with Spicy Sauce,Sautéed Rabbit Meat with Spicy Sauce,,,,,,,,,
香辣手撕茄子,zh-CN,China,Hand-Shredded Eggplant with Chili Sauce,Hand-Shredded Eggplant with Chili Sauce,,,,,,,,,
香辣炒板鸭,zh-CN,China,Sautéed Dried Duck with Spicy Sauce,Sautéed Dried Duck with Spicy Sauce,,,,,,,,,
香辣牛肉,zh-CN,China,Sautéed Beef with Chili Sauce,Sautéed Beef with Chili Sauce,,,,,,,,,
香辣猪扒,zh-CN,China,Hot and Spicy Pork Chops,Hot and Spicy Pork Chops,,,,,,,,,
香辣肚块,zh-CN,China,Sautéed Sliced Pork Tripe with Chili Sauce,Sautéed Sliced Pork Tripe with Chili Sauce,,,,,,,,,
香辣鸭心,zh-CN,China,Spicy Duck Heart,Spicy Duck Heart,,,,,,,,,
香辣鸭肝,zh-CN,China,Spicy Duck Liver,Spicy Duck Liver,,,,,,,,,
香酥脱骨鸭,zh-CN,China,Crispy Boneless Duck,Crispy Boneless Duck,,,,,,,,,
香酥鸡王,zh-CN,China,Crispy Chicken,Crispy Chicken,,,,,,,,,
香酥鸭荷叶夹,zh-CN,China,Duck Wrapped in Lotus Leaf,Duck Wrapped in Lotus Leaf,,,,,,,,,
香酱爆鸭丝,zh-CN,China,Sautéed Shredded Duck in Soy Sauce,Sautéed Shredded Duck in Soy Sauce,,,,,,,,,
马拉盏炒鱿鱼,zh-CN,China,Sautéed Squid with Shrimp Paste,Sautéed Squid with Shrimp Paste,,,,,,,,,
马鲛鱼,zh-CN,China,Pan-Fried Mackerel,Pan-Fried Mackerel,,,,,,,,,
骨肉相连串,zh-CN,China,Chicken Kebabs,Chicken Kebabs,,,,,,,,,
高汤京葱扒刺参,zh-CN,China,Braised Sea Cucumber with Scallion in Soup Stock,Braised Sea Cucumber with Scallion in Soup Stock,,,,,,,,,
高汤鸡丝生翅,zh-CN,China,Shark Fin Soup with Shredded Chicken,Shark Fin Soup with Shredded Chicken,,,,,,,,,
高碑店豆腐丝,zh-CN,China,Shredded Dried Tofu of Gaobeidian,Shredded Dried Tofu of Gaobeidian,,,,,,,,,
魔芋烧鸭,zh-CN,China,Roast Duck with Konjak,Roast Duck with Konjak,,,,,,,,,
鱼露白肉,zh-CN,China,Sliced Boiled Pork in Anchovy Sauce,Sliced Boiled Pork in Anchovy Sauce,,,,,,,,,
鱼香牛肉,zh-CN,China,Yuxiang Beef (Sautéed in Spicy Garlic Sauce),Yuxiang Beef (Sautéed in Spicy Garlic Sauce),,,,,,,,,
鱼香牛肝菌,zh-CN,China,Yuxiang Boletus (Sautéed with Spicy Garlic Sauce),Yuxiang Boletus (Sautéed with Spicy Garlic Sauce),,,,,,,,,
鱼香碎米鸡,zh-CN,China,Yuxiang Diced Chicken (Sautéed with Spicy Garlic Sauce),Yuxiang Diced Chicken (Sautéed with Spicy Garlic Sauce),,,,,,,,,
鱼香肉丝,zh-CN,China,Yuxiang Shredded Pork (Sautéed in Spicy Garlic Sauce),Yuxiang Shredded Pork (Sautéed in Spicy Garlic Sauce),,,,,,,,,
鱼香里脊丝,zh-CN,China,Yuxiang Shredded Pork (Sautéed in Spicy Garlic Sauce),Yuxiang Shredded Pork (Sautéed in Spicy Garlic Sauce),,,,,,,,,
鱼香鸡片,zh-CN,China,Yuxiang Chicken Slices (Sautéed with Spicy Garlic Sauce),Yuxiang Chicken Slices (Sautéed with Spicy Garlic Sauce),,,,,,,,,
鲈鱼（清蒸/红烧/锅仔泡椒 煮）,zh-CN,China,Perch (Steamed/Braised with Soy Sauce/Stewed with Marinated Chili),Perch (Steamed/Braised with Soy Sauce/Stewed with Marinated Chili),,,,,,,,,
鲍参翅肚羹,zh-CN,China,Shark Fin Soup with Shredded Abalone,Shark Fin Soup with Shredded Abalone,,,,,,,,,
鲍汁北菇鹅掌,zh-CN,China,Braised Goose Webs and Black Mushrooms in Abalone Sauce,Braised Goose Webs and Black Mushrooms in Abalone Sauce,,,,,,,,,
鲍汁扒裙边,zh-CN,China,Braised Soft Turtle Rim in Abalone Sauce,Braised Soft Turtle Rim in Abalone Sauce,,,,,,,,,
鲍汁扒鲍贝,zh-CN,China,Braised Abalone in Abalone Sauce,Braised Abalone in Abalone Sauce,,,,,,,,,
鲍汁扣三宝,zh-CN,China,"Braised Sea Cucumber, Goose Webs and Mushrooms in Abalone Sauce","Braised Sea Cucumber, Goose Webs and Mushrooms in Abalone Sauce",,,,,,,,,
鲍汁扣东坡肉,zh-CN,China,Braised Dongpo Pork with Abalone Sauce,Braised Dongpo Pork with Abalone Sauce,,,,,,,,,
鲍汁扣白灵菇,zh-CN,China,Braised Mushrooms in Abalone Sauce,Braised Mushrooms in Abalone Sauce,,,,,,,,,
